Scrip Code,Scrip Id,Scrip Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500414,TIMEX,TIMEX GROUP INDIA LTD.-$,Active,B ,1.00,INE064A01026,Other Apparels &amp; Accessories,Equity
500418,TOKYOPLA,TOKYO PLAST INTERNATIONAL LTD.,Active,B ,10.00,INE932C01012,Plastic Products,Equity
500420,TORRENTPH,TORRENT PHARMACEUTICALS LTD.,Active,B ,5.00,INE685A01028,Pharmaceuticals,Equity
500422,TRANSCHE,TRANSCHEM LTD.-$,Active,B ,10.00,INE019B01010,Pharmaceuticals,Equity
500425,ACL,AMBUJA CEMENTS LTD.,Active,A ,2.00,INE079A01024,Cement &amp; Cement Products,Equity
500426,UTLINDS,UTL Industries Limited,Active,T ,10.00,INE184E01016,Copper,Equity
500429,UNIPHOS,UNIPHOS ENTERPRISES LTD.,Active,B ,2.00,INE037A01022,Comm.Trading  &amp; Distribution,Equity
500439,VARDHMNH,VARDHMAN HOLDINGS LTD.,Active,B ,10.00,INE701A01023,Finance (including NBFCs),Equity
500440,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A ,1.00,INE038A01020,Aluminium,Equity
500444,WESTCOASTP,WEST COAST PAPER MILLS LTD.,Active,B ,2.00,INE976A01021,Paper &amp; Paper Products,Equity
500449,HINDORG,HINDUSTAN ORGANIC CHEMICALS LTD.,Active,B ,10.00,INE048A01011,Commodity Chemicals,Equity
500450,MPILCORPL,MPIL CORPORATION LTD.,Active,B ,10.00,INE844C01027,Finance (including NBFCs),Equity
500456,PASUPTAC,PASUPATI ACRYLON LTD.,Active,B ,10.00,INE818B01023,Fibres &amp; Plastics,Equity
500458,PHILCORP,PHIL CORPORATION LTD.,Active,T ,10.00,INE601A01017,Photographic Products,Equity
500459,PNG,PROCTER &amp; GAMBLE HYGIENE &amp; HEALTH CARE LTD.,Active,B ,10.00,INE179A01014,Personal Products,Equity
500460,MUKANDLTD,MUKAND LTD.,Active,B ,10.00,INE304A01026,Iron &amp; Steel/Interm.Products,Equity
500463,AGCNET,AGC Networks Limited,Active,B ,10.00,INE676A01019,IT Consulting &amp; Software,Equity
500464,UCALFUEL,UCAL FUEL SYSTEMS LTD.,Active,B ,10.00,INE139B01016,Auto Parts &amp; Equipment,Equity
500465,VARUNSHIP,VARUN SHIPPING CO.LTD.,Active,B ,10.00,INE702A01013,Shipping,Equity
500467,HARRMAL,HARRISONS MALAYALAM LTD.,Active,B ,10.00,INE544A01019,Auto Tyres &amp; Rubber Products,Equity
500469,FEDBANK,FEDERAL BANK LTD.,Active,A ,2.00,INE171A01029,Banks,Equity
500470,TATASTL,TATA STEEL LTD.,Active,A ,10.00,INE081A01012,Iron &amp; Steel/Interm.Products,Equity
500472,SKF,SKF INDIA LTD.,Active,B ,10.00,INE640A01023,Other Industrial Goods,Equity
500477,ASHOKLEY,ASHOK LEYLAND LTD.,Active,A ,1.00,INE208A01029,Commercial Vehicles,Equity
500480,CUMMINS,CUMMINS INDIA LTD.,Active,A ,2.00,INE298A01020,Industrial Machinery,Equity
500483,TATACOMM,TATA COMMUNICATIONS LTD.,Active,A ,10.00,INE151A01013,Telecom - Alternate Carriers,Equity
500488,ABBOT,ABBOTT INDIA LTD.,Active,B ,10.00,INE358A01014,Pharmaceuticals,Equity
500490,BAJAJHOIN,BAJAJ HOLDINGS &amp; INVESTMENT LTD.,Active,A ,10.00,INE118A01012,Finance (including NBFCs),Equity
500493,BHARATFORG,BHARAT FORGE LTD.,Active,A ,2.00,INE465A01025,Other Industrial Products,Equity
500495,ESCORTS,ESCORTS LTD.,Active,B ,10.00,INE042A01014,Commercial Vehicles,Equity
500500,HINDMOTOR,HINDUSTAN MOTORS LTD.,Active,B ,5.00,INE253A01025,Cars &amp; Utility Vehicles,Equity
500510,LNT,LARSEN &amp; TOUBRO LTD.,Active,A ,2.00,INE018A01030,Construction &amp; Engineering,Equity
500520,MNM,MAHINDRA &amp; MAHINDRA LTD.,Active,A ,5.00,INE101A01026,Cars &amp; Utility Vehicles,Equity
500530,BOSCHL,BOSCH LTD.,Active,A ,10.00,INE323A01026,Auto Parts &amp; Equipment,Equity
500540,PREMIER,PREMIER LTD.,Active,B ,10.00,INE342A01018,Industrial Machinery,Equity
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,Active,A ,10.00,INE029A01011,Refineries/ Petro-Products,Equity
500550,SIEMENS,SIEMENS LTD.,Active,A ,2.00,INE003A01024,Heavy Electrical Equipment,Equity
500570,TATAMOTORS,TATA MOTORS LTD.,Active,A ,2.00,INE155A01022,Commercial Vehicles,Equity
500575,VOLTAS,VOLTAS LTD.,Active,B ,1.00,INE226A01021,Construction &amp; Engineering,Equity
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,Active,B ,10.00,INE017A01032,Shipping,Equity
500630,ESSARPORTS,ESSAR PORTS LTD.,Active,B ,10.00,INE282A01024,Marine Port &amp; Services,Equity
500645,DEEPAKFERT,DEEPAK FERTILISERS &amp; PETROCHEMICALS CORPORATION LTD.,Active,B ,10.00,INE501A01019,Commodity Chemicals,Equity
500650,XCLIND,EXCEL INDUSTRIES LTD.,Active,B ,5.00,INE369A01029,Agrochemicals,Equity
500655,GARWARPOLY,GARWARE POLYESTER LTD.,Active,B ,10.00,INE291A01017,Commodity Chemicals,Equity
500660,GLAXOPHARMA,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,Active,A ,10.00,INE159A01016,Pharmaceuticals,Equity
500670,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS &amp; CHEMICALS LTD.,Active,B ,10.00,INE113A01013,Fertilizers,Equity
500672,NOVARTIS,NOVARTIS INDIA LTD.,Active,B ,5.00,INE234A01025,Pharmaceuticals,Equity
500674,SANOFI,Sanofi India Ltd,Active,B ,10.00,INE058A01010,Pharmaceuticals,Equity
500676,GLAXOCON,GLAXOSMITHKLINE CONSUMER HEALTHCARE LTD.,Active,A ,10.00,INE264A01014,Packaged Foods,Equity
500680,PFIZER,PFIZER LTD.,Active,B ,10.00,INE182A01018,Pharmaceuticals,Equity
500690,GSFC,GUJARAT STATE FERTILIZERS &amp; CHEMICALS LTD.,Active,B ,2.00,INE026A01025,Fertilizers,Equity
500696,HUL,HINDUSTAN UNILEVER LTD.,Active,A ,1.00,INE030A01027,Personal Products,Equity
500710,AKZOINDIA,Akzo Nobel India Limited,Active,B ,10.00,INE133A01011,Furniture-Furnishing-Paints,Equity
500730,NOCIL,NOCIL LTD.,Active,B ,10.00,INE163A01018,Specialty Chemicals,Equity
500770,TATACHEM,TATA CHEMICALS LTD.,Active,A ,10.00,INE092A01019,Commodity Chemicals,Equity
500777,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,Active,B ,10.00,INE148A01019,Commodity Chemicals,Equity
500780,ZUARIGLOB,ZUARI GLOBAL LTD.,Active,B ,10.00,INE217A01012,Fertilizers,Equity
500790,NESTLE,NESTLE INDIA LTD.,Active,A ,10.00,INE239A01016,Packaged Foods,Equity
500800,TATAGLOBAL,Tata Global Beverages Limited,Active,A ,1.00,INE192A01025,Tea &amp; Coffee,Equity
500820,ASIANPAINT,ASIAN PAINTS LTD.,Active,A ,1.00,INE021A01026,Furniture-Furnishing-Paints,Equity
500825,BRITANNIA,BRITANNIA INDUSTRIES LTD.,Active,A ,2.00,INE216A01022,Packaged Foods,Equity
500830,COLGATE,COLGATE-PALMOLIVE (INDIA) LTD.,Active,A ,1.00,INE259A01022,Personal Products,Equity
500840,EIH,EIH LTD.,Active,B ,2.00,INE230A01023,Hotels,Equity
500850,INDHOTELS,INDIAN HOTELS CO.LTD.,Active,A ,1.00,INE053A01029,Hotels,Equity
500870,CASTROL,CASTROL INDIA LTD.,Active,A ,5.00,INE172A01027,Oil Marketing &amp; Distribution,Equity
500875,ITC,ITC LTD.,Active,A ,1.00,INE154A01025,Cigarettes-Tobacco Products,Equity
500877,APOLLOTYRE,APOLLO TYRES LTD.,Active,A ,1.00,INE438A01022,Auto Tyres &amp; Rubber Products,Equity
500878,CEAT,CEAT LTD.,Active,B ,10.00,INE482A01020,Auto Tyres &amp; Rubber Products,Equity
500890,MODIRUBB,MODI RUBBER LTD.,Active,T ,10.00,INE832A01018,Auto Tyres &amp; Rubber Products,Equity
500940,FINOLEXIND,FINOLEX INDUSTRIES LTD.,Active,B ,10.00,INE183A01016,Plastic Products,Equity
500945,VALUEINDU,VALUE INDUSTRIES LTD.,Active,B ,10.00,INE352A01017,Household Appliances,Equity
501061,SBBJ,STATE BANK OF BIKANER &amp; JAIPUR,Active,B ,10.00,INE648A01026,Banks,Equity
501110,SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,Active,T ,10.00,,Other Financial Services,Equity
501111,ZGOLDINV,GOLD ROCK INVESTMENTS LTD.,Active,T ,10.00,INE598F01014,Comm.Trading  &amp; Distribution,Equity
501144,PEOPLIN,PEOPLES INVESTMENTS LTD.,Active,T ,10.00,NA          ,Misc.Commercial Services,Equity
501148,DSINVEST,DALAL STREET INVESTMENTS LTD.,Active,T ,10.00,INE422D01012,Investment Companies,Equity
501150,CENTRUM,CENTRUM CAPITAL LTD.,Active,B ,1.00,INE660C01027,Other Financial Services,Equity
501151,KARTKIN,KARTIK INVESTMENTS TRUST LTD.,Active,T ,10.00,NA          ,Other Financial Services,Equity
501154,ROSEI,ROSE INVESTMENTS LTD.,Active,T ,10.00,INE383D01016,Other Financial Services,Equity
501178,ZSURYODI,SURYODAYA INVESTMENT &amp; TRADING COMPANY LTD.,Active,T ,10.00,NA          ,Misc.Commercial Services,Equity
501179,OSCAR,OSCAR INVESTMENTS LTD.,Active,B ,10.00,INE221D01018,Investment Companies,Equity
501209,MAESTROM,MAESTROS MEDILINE SYSTEMS LTD.-$,Active,T ,10.00,INE408E01027,Medical Equipment,Equity
501233,BIDL,Bhagyodaya Infrastructure Development Ltd,Active,T ,10.00,INE876D01019,Misc.Commercial Services,Equity
501242,TCIFIN,TCI FINANCE LTD.,Active,T ,10.00,INE911B01018,Finance (including NBFCs),Equity
501261,KRATOSENER,KRATOS ENERGY &amp; INFRASTRUCTURE LTD.,Active,T ,10.00,NA          ,Other Financial Services,Equity
501267,SHRERAN,SHREE RANI SATI INVESTMENT &amp; FINANCE LTD.,Active,T ,10.00,NA          ,Misc.Commercial Services,Equity
501270,ZCHANAIN,CHANAKYA INVESTMENTS LTD.,Active,T ,10.00,INE825M01017,Misc.Commercial Services,Equity
501295,IITL,INDUSTRIAL INVESTMENT TRUST LTD.,Active,B ,10.00,INE886A01014,Finance (including NBFCs),Equity
501298,INDPRUD,INDUSTRIAL &amp; PRUDENTIAL INVESTMENTS CO.LTD.,Active,B ,10.00,INE620D01011,Investment Companies,Equity
501301,TATAINVEST,TATA INVESTMENT CORPORATION LTD.,Active,B ,10.00,INE672A01018,Investment Companies,Equity
501311,JAYBHCR,JAYABHARAT CREDIT LTD.-$,Active,B ,10.00,INE998D01011,Finance (including NBFCs),Equity
501314,ZKAMALAK,KAMALAKSHI FINANCE CORP.LTD.,Active,T ,10.00,INE286N01010,Other Financial Services,Equity
501343,MNGF,MOTOR &amp; GENERAL FINANCE LTD.,Active,T ,10.00,INE861B01015,Finance (including NBFCs),Equity
501351,RAPIDIN,RAPID INVESTMENTS LTD.,Active,T ,10.00,INE154M01012,Misc.Commercial Services,Equity
501370,WALCHPF,WALCHAND PEOPLEFIRST LTD.,Active,T ,10.00,INE695D01021,Finance (including NBFCs),Equity
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT &amp; INVESTMENTS LTD.,Active,T ,10.00,NA          ,Other Financial Services,Equity
501391,WHBRADY,W.H.BRADY &amp; CO.LTD.,Active,T ,10.00,INE855A01019,Comm.Trading  &amp; Distribution,Equity
501421,TECHNVISN,TECHNVISION VENTURES LTD.,Active,T ,10.00,INE314H01012,IT Software Products,Equity
501423,SHAILY,SHAILY ENGINEERING PLASTICS LTD.,Active,T ,10.00,INE151G01010,Plastic Products,Equity
501425,BOMBURH,BOMBAY BURMAH TRADING CORP.LTD.,Active,B ,2.00,INE050A01025,Tea &amp; Coffee,Equity
501430,BOMBCYC,BOMBAY CYCLE &amp; MOTOR AGENCY LTD.,Active,B ,10.00,INE691K01017,Comm.Trading  &amp; Distribution,Equity
501455,GREAVE,GREAVES COTTON LTD.,Active,B ,2.00,INE224A01026,Industrial Machinery,Equity
501471,MACK,MACK TRADING CO.LTD.,Active,T ,10.00,INE436D01012,Comm.Trading  &amp; Distribution,Equity
501473,MALTC,MALABAR TRADING CO.LTD.,Active,T ,10.00,INE438D01018,Misc.Commercial Services,Equity
501477,MULLER,MULLER &amp; PHIPPS (INDIA) LTD.,Active,T ,10.00,INE003F01015,Comm.Trading  &amp; Distribution,Equity
501479,ZNEWSAGA,NEW SAGAR TRADING CO.LTD.,Active,T ,10.00,NA          ,Comm.Trading  &amp; Distribution,Equity
501630,ANANDPROJ,Anand Projects Ltd,Active,T ,10.00,NA          ,Construction &amp; Engineering,Equity
501700,INDIANVSH,INDIANIVESH LTD.,Active,B ,1.00,INE131H01028,Finance (including NBFCs),Equity
501756,THAES,THANA ELECTRIC SUPPLY CO.LTD.,Active,T ,10.00,INE451E01019,Heavy Electrical Equipment,Equity
501827,CENTPROV,CENTRAL PROVINCES RAILWAYS CO.LTD.,Active,T ,10.00,INE631B01020,Surface Transportation,Equity
501831,COASTCORP,COASTAL CORPORATION LTD.,Active,T ,10.00,INE377E01016,Comm.Trading  &amp; Distribution,Equity
501833,CHOWGSTE,CHOWGULE STEAMSHIPS LTD.,Active,T ,10.00,INE490A01015,Shipping,Equity
501848,GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD.-$,Active,B ,10.00,INE446C01013,Shipping,Equity
501945,DHENUBUILD,DHENU BUILDCON INFRA LTD.,Active,B ,1.00,INE758D01027,Finance (including NBFCs),Equity
502015,ASSOSTNB,ASSOCIATED STONE INDUSTRIES (KOTAH) LTD.,Active,B ,5.00,INE443A01022,Mining,Equity
502090,SAGARCE,SAGAR CEMENTS LTD.-$,Active,T ,10.00,INE229C01013,Cement &amp; Cement Products,Equity
502137,DECCANCE,DECCAN CEMENTS LTD.-$,Active,T ,10.00,INE583C01013,Cement &amp; Cement Products,Equity
502150,KLYNCEM,KALYANPUR CEMENTS LTD.,Active,T ,10.00,INE991E01022,Cement &amp; Cement Products,Equity
502157,MANGALC,MANGALAM CEMENT LTD.,Active,B ,10.00,INE347A01017,Cement &amp; Cement Products,Equity
502165,OCL,OCL INDIA LTD.,Active,B ,2.00,INE290B01025,Cement &amp; Cement Products,Equity
502168,NCLIND,NCL INDUSTRIES LTD.-$,Active,B ,10.00,INE732C01016,Cement &amp; Cement Products,Equity
502175,SAURASHCEM,SAURASHTRA CEMENT LTD.,Active,B ,10.00,INE626A01014,Cement &amp; Cement Products,Equity
502180,SHREDIGC,SHREE DIGVIJAY CEMENT CO.LTD.-$,Active,T ,10.00,INE232A01011,Cement &amp; Cement Products,Equity
502216,BOMBPOT,BOMBAY POTTERIES &amp; TILES LTD.,Active,T ,100.00,NA          ,Realty,Equity
502219,BOROSIL,BOROSIL GLASS WORKS LTD.,Active,T ,10.00,INE666D01014,Houseware,Equity
502223,XCLGLASS,EXCEL GLASSES LTD.,Active,Z ,1.00,INE664C01029,Containers &amp; Packaging,Equity
502250,MARATHR,MARATHWADA REFRACTORIES LTD.,Active,T ,10.00,INE347D01011,Construction Materials,Equity
502271,RASSIREF,RAASI REFRACTORIES LTD.-$,Active,B ,10.00,INE858D01017,Other Industrial Goods,Equity
502281,TRIVENIGQ,TRIVENI GLASS LTD.-$,Active,T ,10.00,INE094C01011,Construction Materials,Equity
502294,NILACHAL,NILACHAL REFRACTORIES LTD.,Active,B ,10.00,INE416N01013,Construction Materials,Equity
502330,IPAPPM,International Paper APPM Limited,Active,B ,10.00,INE435A01028,Paper &amp; Paper Products,Equity
502352,AURANPAP,AURANGABAD PAPER MILLS LTD.,Active,T ,10.00,INE525C01014,Paper &amp; Paper Products,Equity
502355,BALKRISI,BALKRISHNA INDUSTRIES LTD.-$,Active,B ,2.00,INE787D01026,Auto Tyres &amp; Rubber Products,Equity
502405,MYSPAPE,MYSORE PAPER MILLS LTD.,Active,T ,10.00,INE924F01012,Paper &amp; Paper Products,Equity
502420,ORIENTP,ORIENT PAPER &amp; INDUSTRIES LTD.,Active,B ,1.00,INE592A01026,Cement &amp; Cement Products,Equity
502445,CITADEL,CITADEL REALTY AND DEVELOPERS LTD.,Active,T ,10.00,INE906D01014,Realty,Equity
502448,ROLLT,ROLLATAINERS LTD.,Active,T ,10.00,INE927A01024,Containers &amp; Packaging,Equity
502450,SESHAPPR,SESHASAYEE PAPER &amp; BOARDS LTD.,Active,B ,10.00,INE630A01016,Paper &amp; Paper Products,Equity
502455,SIRPUR,SIRPUR PAPER MILLS LTD.,Active,T ,10.00,INE202C01010,Paper &amp; Paper Products,Equity
502460,SOLIDCO,SOLID CONTAINERS LTD.,Active,T ,10.00,,Paper &amp; Paper Products,Equity
502465,SPECIAPP,SPECIALITY PAPERS LTD.,Active,B ,10.00,INE260F01011,Paper &amp; Paper Products,Equity
502473,RELSIND,RELSON INDIA LTD.,Active,T ,10.00,NA          ,Misc.Commercial Services,Equity
502563,SHBHAWPA,SHREE BHAWANI PAPER MILLS LTD.,Active,B ,10.00,INE688C01010,Paper &amp; Paper Products,Equity
502587,RAMAPULP,RAMA PULP &amp; PAPERS LTD.,Active,T ,10.00,INE777A01015,Paper &amp; Paper Products,Equity
502589,VAPIPPR,VAPI PAPER MILLS LTD.,Active,T ,10.00,INE464D01014,Paper &amp; Paper Products,Equity
502742,SINTEX,SINTEX INDUSTRIES LTD.,Active,B ,1.00,INE429C01035,Plastic Products,Equity
502761,BLUBLND-B,BLUE BLENDS (INDIA) LTD.,Active,T ,10.00,INE113O01014,Textiles,Equity
502820,DCM,DCM LTD.,Active,B ,10.00,INE498A01018,Textiles,Equity
502850,ZGAEKWAR,GAEKWAR MILLS LTD.,Active,T ,100.00,NA          ,Textiles,Equity
502865,FORBESCO,FORBES &amp; COMPANY LTD.-$,Active,B ,10.00,INE518A01013,Industrial Machinery,Equity
502873,HPCOTTON,H.P.COTTON TEXTILE MILLS LTD.,Active,B ,10.00,INE950C01014,Textiles,Equity
502893,UNITEDINT,UNITED INTERACTIVE LTD.,Active,B ,10.00,INE706D01018,Internet Software &amp; Services,Equity
502901,JAMSHRI,JAMSHRI RANJITSINGHJI SPG. &amp; WVG. MILLS CO.LTD.-$,Active,B ,10.00,INE462D01018,Textiles,Equity
502933,KATRSPG,KATARE SPINNING MILLS LTD.,Active,T ,10.00,INE498G01015,Textiles,Equity
502937,KESORAMIND,KESORAM INDUSTRIES LTD.,Active,T ,10.00,INE087A01019,Diversified,Equity
502958,LAKSHMILQ,LAKSHMI MILLS COMPANY LTD.-$,Active,B ,100.00,INE938C01019,Textiles,Equity
502986,VARDHTEXT,VARDHMAN TEXTILES LTD.,Active,B ,10.00,INE825A01012,Textiles,Equity
502995,MALWA,MALWA COTTON SPINNING MILLS LTD.,Active,T ,10.00,INE272B01015,Textiles,Equity
503015,MODERN,MODERN INDIA LTD.-$,Active,B ,2.00,INE251D01023,Comm.Trading  &amp; Distribution,Equity
503031,PENINSULA,PENINSULA LAND LTD.,Active,B ,2.00,INE138A01028,Realty,Equity
503092,PASUSPG,PASUPATI SPG.&amp; WVG.MILLS LTD.,Active,B ,10.00,INE909B01020,Textiles,Equity
503100,PHOENIX,The Phoenix Mills Ltd,Active,B ,2.00,INE211B01039,Realty,Equity
503101,MARATHON,MARATHON NEXTGEN REALTY LTD.,Active,B ,10.00,INE182D01012,Realty,Equity
503127,RAJABAH,RAJA BAHADUR INTERNATIONAL LTD.,Active,T ,100.00,INE491N01016,Diversified,Equity
503162,RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LTD.-$,Active,T ,10.00,INE750D01016,Textiles,Equity
503169,RUBY,RUBY MILLS LTD.,Active,B ,5.00,INE301D01026,Textiles,Equity
503205,SHREERAM,SHREE RAM URBAN INFRASTRUCTURE LTD.,Active,B ,10.00,INE164H01011,Textiles,Equity
503229,SIMPLXREA,SIMPLEX REALTY LTD.,Active,B ,10.00,INE167H01014,Realty,Equity
503310,SWANENG,SWAN ENERGY LTD.,Active,B ,1.00,INE665A01038,Realty,Equity
503349,VICTMILL,VICTORIA MILLS LTD.,Active,T ,100.00,INE203D01016,Textiles,Equity
503622,ZSVTRADI,S.V.TRADING &amp; AGENCIES LTD.,Active,T ,10.00,INE404N01019,Other Financial Services,Equity
503624,ZSVARAJT,SVARAJ TRADING &amp; AGENCIES LTD.,Active,T ,10.00,INE406N01014,Other Financial Services,Equity
503626,KSHITIJ,KSHITIZ INVESTMENT LTD.,Active,T ,10.00,NA          ,Other Financial Services,Equity
503630,SHELLIN,SHELL INFOTECH LTD.,Active,T ,10.00,,Misc.Commercial Services,Equity
503635,SALSAIN,SHREE SALASAR INVESTMENT LTD.,Active,T ,10.00,,Other Financial Services,Equity
503637,DHANLEELA,DHANLEELA INVESTMENTS &amp; TRADING COMPANY LTD.,Active,T ,2.00,INE683D01027,Other Financial Services,Equity
503639,INDSOYA,INDSOYA LTD.,Active,T ,10.00,INE314N01010,Misc.Commercial Services,Equity
503641,ZODIACVEN,Zodiac Ventures Limited,Active,T ,10.00,INE945J01019,Realty,Equity
503657,VEERENRGY,VEER ENERGY &amp; INFRASTRUCTURE LTD.,Active,B ,1.00,INE255E01022,Electric Utilities,Equity
503659,SWIL,SW Investments Ltd,Active,T ,10.00,INE948K01011,Misc.Commercial Services,Equity
503663,TILAKFIN,Tilak Finance Limited,Active,T ,1.00,INE026L01022,Investment Companies,Equity
503669,KUBRKML,KUBERKAMAL INDUSTRIAL INVESTMENTS LTD.,Active,T ,10.00,INE509J01013,Misc.Commercial Services,Equity
503671,UNIJOLL,UNIJOLLY INVESTMENTS CO.LTD.,Active,T ,10.00,INE130N01010,Other Financial Services,Equity
503675,WAGEND,Wagend Infra Venture Limited,Active,B ,2.00,INE786K01023,Misc.Commercial Services,Equity
503681,ELCIDIN,ELCID INVESTMENTS LTD.,Active,T ,10.00,NA          ,Misc.Commercial Services,Equity
503685,MEDIAONE,MEDIAONE GLOBAL ENTERTAINMENT LTD.,Active,B ,10.00,INE828I01019,Movies &amp; Entertainment,Equity
503689,HEALINV,HEALTHY INVESTMENTS LTD.,Active,T ,10.00,INE160N01017,Misc.Commercial Services,Equity
503691,SAHARA,SAHARA ONE MEDIA &amp; ENTERTAINMENT LTD.-$,Active,T ,10.00,INE479B01016,Broadcasting &amp; Cable TV,Equity
503699,GEODLTD,GEODESIC LTD.,Active,B ,2.00,INE371D01029,Internet Software &amp; Services,Equity
503722,BANSWRAS,BANSWARA SYNTEX LTD.-$,Active,T ,10.00,INE629D01012,Textiles,Equity
503772,MODWOOL,MODELLA WOOLLENS LTD.,Active,B ,10.00,INE380D01012,Comm.Trading  &amp; Distribution,Equity
503776,MODIPON,MODIPON LTD.,Active,T ,10.00,INE170C01019,Agrochemicals,Equity
503780,NRC,NRC LTD.,Active,T ,10.00,INE953C01018,Textiles,Equity
503796,DIGJAM,DIGJAM LTD.,Active,B ,10.00,INE471A01023,Textiles,Equity
503804,SHRIDINE,SHRI DINESH MILLS LTD.-$,Active,B ,10.00,INE204C01024,Textiles,Equity
503806,SRFLTD,SRF LTD.,Active,B ,10.00,INE647A01010,Textiles,Equity
503811,SIYARAM,SIYARAM SILK MILLS LTD.-$,Active,B ,10.00,INE076B01010,Textiles,Equity
503816,SWADPOL,SWADESHI POLYTEX LTD.,Active,T ,10.00,INE243N01011,Textiles,Equity
503823,BIRLATR,BIRLA TRANSASIA CARPETS LTD.,Active,T ,10.00,INE646O01013,Furniture-Furnishing-Paints,Equity
503831,FOMEHOT,FOMENTO RESORTS &amp; HOTELS LTD.,Active,B ,10.00,INE241E01014,Hotels,Equity
503837,SHRAJSYNQ,SHREE RAJASTHAN SYNTEX LTD.-$,Active,T ,10.00,INE796C01011,Textiles,Equity
503863,SHRMFGC,SHREE MANUFACTURING CO.LTD.,Active,T ,10.00,INE632A01012,Textiles,Equity
503873,PRIYADSP,PRIYADARSHINI SPINNING MILLS LTD.,Active,T ,10.00,INE165C01019,Textiles,Equity
503881,HINDSYNT,HIND SYNTEX LTD.,Active,T ,10.00,INE155B01012,Textiles,Equity
503893,ZSATYASL,SATYAM SILK MILLS LTD.,Active,T ,10.00,NA          ,Other Financial Services,Equity
503940,ASIANEL,ASIAN ELECTRONICS LTD.,Active,Z ,5.00,INE441A01026,Non-Durable Household Prod.,Equity
503960,BBL,BHARAT BIJLEE LTD.-$,Active,B ,10.00,INE464A01028,Other Elect.Equip./ Prod.,Equity
503978,ZDIGIELE,DIGITAL ELECTRONICS LTD.,Active,T ,10.00,INE053N01014,Comm.Trading  &amp; Distribution,Equity
504000,ELPRO,ELPRO INTERNATIONAL LTD.,Active,B ,10.00,INE579B01013,Other Elect.Equip./ Prod.,Equity
504008,EMCO,EMCO LTD.-$,Active,T ,2.00,INE078A01026,Heavy Electrical Equipment,Equity
504028,GEE,GEE LTD.,Active,B ,2.00,INE064H01021,Other Industrial Goods,Equity
504036,HINDRECT,HIND RECTIFIERS LTD.,Active,B ,2.00,INE835D01023,Electronic Components,Equity
504058,NIPPOBATRY,INDO-NATIONAL LTD.,Active,B ,10.00,INE567A01010,Non-Durable Household Prod.,Equity
504067,ZENSAR,ZENSAR TECHNOLOGIES LTD.,Active,B ,10.00,INE520A01019,IT Consulting &amp; Software,Equity
504076,JYOTI,JYOTI LTD.-$,Active,B ,10.00,INE511D01012,Heavy Electrical Equipment,Equity
504080,JSLINDL,JSL INDUSTRIES LTD.,Active,T ,10.00,INE581L01018,Other Elect.Equip./ Prod.,Equity
504084,KAYCEEI,KAYCEE INDUSTRIES LTD.,Active,B ,100.00,INE813G01015,Other Elect.Equip./ Prod.,Equity
504092,INDOKEM,INDOKEM LTD.,Active,T ,10.00,INE716F01012,Specialty Chemicals,Equity
504093,PANAENERG,PANASONIC ENERGY INDIA COMPANY LTD.-$,Active,B ,10.00,INE795A01017,Non-Durable Household Prod.,Equity
504112,NELCO,NELCO LTD.,Active,B ,10.00,INE045B01015,IT Networking Equipment,Equity
504132,PERMAGN,PERMANENT MAGNETS LTD.-$,Active,B ,10.00,INE418E01018,Other Industrial Goods,Equity
504176,HIGHENE,HIGH ENERGY BATTERIES (INDIA) LTD.,Active,B ,10.00,INE783E01015,Non-Durable Household Prod.,Equity
504180,STDBAT,STANDARD BATTERIES LTD.,Active,B ,1.00,INE502C01039,Finance (including NBFCs),Equity
504212,UNICABLE,UNIVERSAL CABLES LTD.,Active,T ,10.00,INE279A01012,Other Elect.Equip./ Prod.,Equity
504220,WSIND,W.S.INDUSTRIES (INDIA) LTD.-$,Active,T ,10.00,INE100D01014,Industrial Machinery,Equity
504240,DLTNCBL,DELTON CABLES LTD.,Active,T ,10.00,INE872E01016,Other Elect.Equip./ Prod.,Equity
504256,DELTRON,DELTRON LTD.,Active,T ,10.00,NA          ,Electronic Components,Equity
504258,LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.,Active,B ,10.00,INE284C01018,Other Elect.Equip./ Prod.,Equity
